mar02014|Es cosa que interesa a los tres:|Es cosa que interesa a los tres:
mar02015|a ti principalmente, porque eres la favorecida, a mí porque soy tu tío, y a él porque va a ser tu novio cuando tenga edad para ello».|a ti principalmente, porque eres la favorecida, a mi porque soy tu tio, y a el porque va a ser tu novio cuando tenga edad para ello>>.
mar02016|No hablamos más del caso, y entré en el cuarto del buen sacerdote y humanista.|No hablamos mas del caso, y entre en el cuarto del buen sacerdote y humanista.
mar02017|Una cama cubierta de blanquísima colcha pintada de verdes ramos ocupaba el primer puesto en el reducido local.|Una cama cubierta de blanquisima colcha pintada de verdes ramos ocupaba el primer puesto en el reducido local.
mar02018|La mesa de pino con dos o tres sillas que le servían de simétrica compañía, llenaba el resto, y aún quedaba espacio para una cómoda estrambótica, con chapas y remiendos de diversos palos y metales.|La mesa de pino con dos o tres sillas que le servian de simetrica compania, llenaba el resto, y aun quedaba espacio para una comoda estrambotica, con chapas y remiendos de diversos palos y metales.
mar02019|Completaban tan modesto ajuar un crucifijo y una virgen vestida de terciopelo, y acribillada de espadas y rayos, ambas imágenes con sendos ramos de carrasca o de olivo clavados en varios agujeritos que para el caso tenían las peanas.|Completaban tan modesto ajuar un crucifijo y una virgen vestida de terciopelo, y acribillada de espadas y rayos, ambas imagenes con sendos ramos de carrasca o de olivo clavados en varios agujeritos que para el caso tenian las peanas.
mar02020|Los libros, que eran muchos, no cubrían por el orden de su colocación más que media mesa y media cómoda, dejando hueco para algunos papeles de música y otros en que borrajeaba versos latinos el buen cura.|Los libros, que eran muchos, no cubrian por el orden de su colocacion mas que media mesa y media comoda, dejando hueco para algunos papeles de musica y otros en que borrajeaba versos latinos el buen cura.
mar02021|Desde la ventana se veía un huerto no mal cultivado, y a lo lejos las elevadas puntas de aquellos olmos eminentes que guarnecen como hileras de gigantescos centinelas todas las avenidas del Real Sitio.|Desde la ventana se veia un huerto no mal cultivado, y a lo lejos las elevadas puntas de aquellos olmos eminentes que guarnecen como hileras de gigantescos centinelas todas las avenidas del Real Sitio.
mar02022|Tal era la habitación del padre Celestino.|Tal era la habitacion del padre Celestino.
mar02023|Sentámonos los tres, y el tío de Inés me dijo:|Sentamonos los tres, y el tio de Ines me dijo:
mar02024|—Gabrielillo:|--Gabrielillo:
mar02025|tengo que leerte una poesía latina que he compuesto en loor del serenísimo señor príncipe de la Paz, mi paisano, amigo y aun creo que pariente.|tengo que leerte una poesia latina que he compuesto en loor del serenisimo senor principe de la Paz, mi paisano, amigo y aun creo que pariente.
mar02026|Me ha costado una semanita de trabajo;|Me ha costado una semanita de trabajo;
mar02027|que componer versos latinos no es soplar buñuelos.|que componer versos latinos no es soplar bunuelos.
mar02028|Verás, te la voy a leer, pues aunque tú no eres hombre de letras, qué sé yo… tienes un pícaro gancho para comprender las cosas… Luego pienso enviarla a Sánchez Barbero, el primero de los poetas españoles desde que hay poesía en España; y no me hablen a mí de fray Luis de León, de Rioja, de Herrera, ni de todos esos que compusieron en romance.|Veras, te la voy a leer, pues aunque tu no eres hombre de letras, que se yo... tienes un picaro gancho para comprender las cosas... Luego pienso enviarla a Sanchez Barbero, el primero de los poetas espanoles desde que hay poesia en Espana; y no me hablen a mi de fray Luis de Leon, de Rioja, de Herrera, ni de todos esos que compusieron en romance.
mar02029|Fruslerías y juegos de chicos.|Fruslerias y juegos de chicos.
mar02030|Un verso latino de Sánchez Barbero vale más que toda esa jerga de epístolas, sonetos, silvas, églogas, canciones con que se emboba el vulgo ignorante… Pero vuelvo a lo que decía, y es que antes que aquel fénix de los modernos ingenios la examine, quiero leértela a ti a ver qué te parece.|Un verso latino de Sanchez Barbero vale mas que toda esa jerga de epistolas, sonetos, silvas, eglogas, canciones con que se emboba el vulgo ignorante... Pero vuelvo a lo que decia, y es que antes que aquel fenix de los modernos ingenios la examine, quiero leertela a ti a ver que te parece.
mar02031|—Pero, Sr. D. Celestino, si yo no sé ni una palabra en latín, a no ser Dominus vobiscum y bóbilis bóbilis.|--Pero, Sr. D. Celestino, si yo no se ni una palabra en latin, a no ser Dominus vobiscum y bobilis bobilis.
mar02032|—Eso no importa. Precisamente los profanos son los que mejor pueden apreciar la armonía, la rimbombancia, el cre rotundo, con que tales versos deben escribirse —dijo el clérigo con tenacidad implacable.|--Eso no importa. Precisamente los profanos son los que mejor pueden apreciar la armonia, la rimbombancia, el cre rotundo, con que tales versos deben escribirse --dijo el clerigo con tenacidad implacable.
mar02033|Inés me dirigió una mirada en que me recomendaba, con su habitual sabiduría, la abnegación y la paciencia para soportar al prójimo impertinente.|Ines me dirigio una mirada en que me recomendaba, con su habitual sabiduria, la abnegacion y la paciencia para soportar al projimo impertinente.
mar02034|Ambos prestamos atención, y D. Celestino nos leyó unos cuatrocientos versos, que sonaban en mi oído como una serie de modulaciones sin sentido.|Ambos prestamos atencion, y D. Celestino nos leyo unos cuatrocientos versos, que sonaban en mi oido como una serie de modulaciones sin sentido.
mar02035|Él parecía muy satisfecho, y a cada instante interrumpía su lectura para decirnos:|El parecia muy satisfecho, y a cada instante interrumpia su lectura para decirnos:
mar02036|—¿Qué os parece ese pasajillo? |--?Que os parece ese pasajillo? 
mar02037|Inés: a esa figura llamamos lítote, y a este paloteo de las palabras para imitar los ruidos del mar tempestuoso de la nación cuando lo surca la nave del Estado se llama onomatopeya, la cual figura va encajada en otra que es la alegoría.|Ines: a esa figura llamamos litote, y a este paloteo de las palabras para imitar los ruidos del mar tempestuoso de la nacion cuando lo surca la nave del Estado se llama onomatopeya, la cual figura va encajada en otra que es la alegoria.
mar02038|Así nos fue leyendo toda la composición, de la cual figúrense Vds. lo que entenderíamos.|Asi nos fue leyendo toda la composicion, de la cual figurense Vds. lo que entenderiamos.
mar02039|Aún conservo en mi poder la obra de nuestro amigo, que empieza así:|Aun conservo en mi poder la obra de nuestro amigo, que empieza asi:
mar02040|Cuatrocientos versos por este estilo nos tragamos Inés y yo, siendo de notar que ella atendía a la lectura con tanta formalidad como si la comprendiera, y aun en los pasajes más ruidosos hacía señales de asentimiento y elogio, para contentar al pobre viejo:|Cuatrocientos versos por este estilo nos tragamos Ines y yo, siendo de notar que ella atendia a la lectura con tanta formalidad como si la comprendiera, y aun en los pasajes mas ruidosos hacia senales de asentimiento y elogio, para contentar al pobre viejo:
mar02041|¡tal era su discreción!|!tal era su discrecion!
mar02042|—Puesto que os ha agradado tanto, hijos míos —dijo D. Celestino guardando su manuscrito—, otro día os leeré parte del poema.|--Puesto que os ha agradado tanto, hijos mios --dijo D. Celestino guardando su manuscrito--, otro dia os leere parte del poema.
mar02043|Lo dejo para mejor ocasión, y así se comparte el placer entre varios días, evitando el empacho que produce la sucesión de manjares demasiado dulces y apetitosos.|Lo dejo para mejor ocasion, y asi se comparte el placer entre varios dias, evitando el empacho que produce la sucesion de manjares demasiado dulces y apetitosos.
mar02044|—¿Y piensa Vd. leérsela también al príncipe de la Paz?|--?Y piensa Vd. leersela tambien al principe de la Paz?
mar02045|—¿Pues para qué la he escrito? A Su Alteza Serenísima le encantan los versos latinos… porque es un gran latino… y pienso darle un buen rato uno de estos días.|--?Pues para que la he escrito? A Su Alteza Serenisima le encantan los versos latinos... porque es un gran latino... y pienso darle un buen rato uno de estos dias.
mar02046|Y a propósito, ¿qué se dice por Madrid? Aquí está la gente bastante alarmada.|Y a proposito, ?que se dice por Madrid? Aqui esta la gente bastante alarmada.
mar02047|¿Pasa allá lo mismo?|?Pasa alla lo mismo?
mar02048|—Allá no saben qué pensar.|--Alla no saben que pensar.
mar02049|Figúrese Vd. , la cosa no es para menos.|Figurese Vd. , la cosa no es para menos.
mar02050|Temen a los franceses que están entrando en España a más y mejor.|Temen a los franceses que estan entrando en Espana a mas y mejor.
mar02051|Dicen que el rey no dio permiso para que entrara tanta gente, y parece que Napoleón se burla de la corte de España, y no hace maldito caso de lo que trató con ella.|Dicen que el rey no dio permiso para que entrara tanta gente, y parece que Napoleon se burla de la corte de Espana, y no hace maldito caso de lo que trato con ella.
mar02052|—Es gente de pocos alcances la que tal dice —repuso D. Celestino—.|--Es gente de pocos alcances la que tal dice --repuso D. Celestino--.
mar02053|Ya saben Godoy y Bonaparte lo que se hacen.|Ya saben Godoy y Bonaparte lo que se hacen.
mar02054|Aquí todos quieren saber tanto como los que mandan, de modo que se oyen unos disparates…|Aqui todos quieren saber tanto como los que mandan, de modo que se oyen unos disparates...
mar02055|—Lo de Portugal ha resultado muy distinto de lo que se creía.|--Lo de Portugal ha resultado muy distinto de lo que se creia.
mar02056|Un general francés se plantó allá, y cuando la familia real se marchó para América, dijo:|Un general frances se planto alla, y cuando la familia real se marcho para America, dijo:
mar02057|«Aquí no manda nadie más que el Emperador, y yo en su nombre; vengan cuatrocientos milloncitos de reales, vengan los bienes de los nobles que se han ido al Brasil con la familia real».|<<Aqui no manda nadie mas que el Emperador, y yo en su nombre; vengan cuatrocientos milloncitos de reales, vengan los bienes de los nobles que se han ido al Brasil con la familia real>>.
mar02058|—No juzguemos por las apariencias —dijo D. Celestino—; sabe Dios lo que habrá en eso.|--No juzguemos por las apariencias --dijo D. Celestino--; sabe Dios lo que habra en eso.
mar02059|—En España van a hacer lo mismo —añadí—;|--En Espana van a hacer lo mismo --anadi--;
mar02060|y como los Reyes están llenos de miedo, y el príncipe de la Paz tan aturrullado, que no sabe qué hacer…|y como los Reyes estan llenos de miedo, y el principe de la Paz tan aturrullado, que no sabe que hacer...
mar02061|—¿Qué estás diciendo, tontu elo? ¿Cómo tratas con tan poco respeto a ese espejo de los diplomáticos, a esa natilla de los ministros? ¿Que no sabe lo que se hace?|--?Que estas diciendo, tontu elo? ?Como tratas con tan poco respeto a ese espejo de los diplomaticos, a esa natilla de los ministros? ?Que no sabe lo que se hace?
mar02062|—Lo dicho, dicho. Napoleón les engaña a todos.|--Lo dicho, dicho. Napoleon les engana a todos.
mar02063|En Madrid hay muchos que se alegran de ver entrar tanta tropa francesa, porque creen que viene a poner en el trono al príncipe Fernando.|En Madrid hay muchos que se alegran de ver entrar tanta tropa francesa, porque creen que viene a poner en el trono al principe Fernando.
mar02064|¡Buenos tontos están!|!Buenos tontos estan!
mar02065|—¡Tontos, mentecatos, imbéciles! —exclamó con enfado el padre Celestino.|--!Tontos, mentecatos, imbeciles! --exclamo con enfado el padre Celestino.
mar02066|—Lo que fuere sonará.|--Lo que fuere sonara.
mar02067|Si vienen con buen fin esos caballeros, ¿por qué se apoderan por sorpresa de las principales plazas y fortalezas? Primero se metieron en Pamplona engañando a la guarnición;|Si vienen con buen fin esos caballeros, ?por que se apoderan por sorpresa de las principales plazas y fortalezas? Primero se metieron en Pamplona enganando a la guarnicion;
mar02068|después se colaron en Barcelona, donde hay un castillo muy grande que llaman el Monjuich[2] .|despues se colaron en Barcelona, donde hay un castillo muy grande que llaman el Monjuich[dos] .
mar02069|Después fueron a otro castillo que hay en Figueras, el cual no es menos grande, el mayor del mundo, según dice Pacorro Chinitas, y lo cogieron también, y por último se han metido en San Sebastián.|Despues fueron a otro castillo que hay en Figueras, el cual no es menos grande, el mayor del mundo, segun dice Pacorro Chinitas, y lo cogieron tambien, y por ultimo se han metido en San Sebastian.
